,context_segment_text,page_level_lookup_index,batch
75,"Köp Nu pris – Denna funktion finns under ”Auktion utropspris” och den låter dig lägga upp en auktion som även har ett fast pris. Så länge din auktion inte har fått bud kan en köpare välja att köpa den direkt för det pris du satt som Köp nu-pris. Möjligheten att köpa auktionen för Köp nu-priset försvinner dock så fort auktionen fått sitt första bud.Reservationspris – Även denna funktion finns under ”Auktion utropspris” och är främst till för varor där du vill sätta ett lågt utrop men samtidigt vara helt säker på att du inte får vinnande bud under en viss summa. Alla bud under det reservationspris som du sätter räknas som ej vinnande och får du inga bud som är lika högt eller över ditt reservationspris så avslutas auktionen som osåld.Highlight – Denna funktion finns under ”Fler auktionsalternativ”och ger din annons en ökad synlighet i sökresultatlistan genom att markera annonsens rubrik med gul bakgrund.Utvalt objekt – Även denna funktion finns under ”Fler auktionsalternativ”och gör att din annons hamnar högre upp i sökresultatlistan.Välj sluttid – Denna funktion finns där man väljer annonslängd. Med denna funktion kan du välja ett exakt klockslag då du vill att din auktion ska avslutas.Starta om annons automatiskt – Även denna funktion finns där man väljer annonslängd. Väljer du denna funktion kommer din annons att startas om automatiskt upp till två gånger om den inte blir såld. Själva funktionen i sig är kostnadsfri, men om du har valt några tillval som kostar pengar kommer de att tillkomma vid varje omstart.Läs mer om tillval.",37,0
76,Hur skaffar jag ProLister?,38,0
77,Du hittar den nya versionen av prolister på https://prolister.tradera.com/Den nya versionen av ProLister är internet baserad tjänst så du behöver inte installera något program för att komma igång. Vill du lära dig mer om ProLister? Kolla in vår guide,38,0
78,Hur avslutar jag mitt konto?,39,0
79,"Om du önskar avsluta ditt konto så kan du göra det inne på inställningar som du hittar här, det går i dagsläget inte att avsluta kontot från appen utan du behöver logga in via en webläsare på din telefon eller dator. Du kan inte avsluta kontot om:Du har en obetald fakturaDu har en aktiv annonsDu leder en budgivning",39,0
80,Hur får jag en avgift krediterad?,40,0
81,"Har du inte fått betalt för en såld vara har du möjlighet att starta om annonsen och rapportera utebliven försäljning via sålda listan.När du rapporterar utebliven försäljning så väljer du om du vill rapportera köparen eller inte.Om du inte väljer att rapportera så kommer köparen att få ett bekräftelsemail, så snart denne har klickat ja på bekräftelsen så krediteras avgiften.Om du väljer att rapportera köparen så får denne en prick, vid upprepade rapporter så kan köparens konto komma att stängas av i 1-6 månader beroende på antalet rapporter och tidigare historik. Avgiften krediteras automatiskt när du rapporterat köparen.Detta gäller även för butiksannonser.Här kan du läsa mer om rapportering av utebliven försäljning",40,0
82,Varför har jag fått en avgift för en vara som ej har sålts?,41,0
83,"Det kan tillkomma avgifter för osålda annonser i två fall. Har du haft fler än 100 upplagda annonser denna månad så är avgiften en osåltavgift. För att lära dig mer om osåltsavgift, läs mer här. Det andra fallet är om du valt några frivilliga tillval till din annons. Kostnaden för tillvalen registreras vid publicering av annonsen och debiteras sedan på fakturan oavsett om annonsen blir såld eller ej. Vill du veta mer om tillval, klicka här.",41,0
84,Vad är Tradera butik?,42,0
85,"Det finns flera olika butiker för dig som säljer på Tradera. Vi har butiker som är anpassade för dig som har ett lager av flera identiska varor, för dig som säljer samlar objekt eller har många varor till ett lågt pris. Klicka här för att läsa mer om butik för företag på Tradera.Klicka här för att läsa mer om butik för privatpersoner. ",42,0
86,Vilka uppgifter sparas när jag använder Tink?,43,0
87,Vi sparar endast det kontonummer du väljer att dina utbetalningar ska gå till. Ingen annan information sparas eller hämtas av oss när du använder Tink på vår sida.,43,0
88,Hur fungerar Köp Nu-pris?,44,0
89,Om du väljer att använda Köp Nu-funktionen på din auktion så kommer din auktion förutom ett utropspris även ha ett fast pris som man kan välja att köpa den för istället för att lägga bud.Observera att ditt Köp Nu-pris försvinner så fort någon lägger ett bud som är över eventuellt reservationspris. Då försvinner möjligheten att köpa auktionen direkt till ett fast pris och den blir då som en vanlig auktion.,44,0
90,Butik för privatpersoner - Specialbutiker,45,0
91,För samtliga butiker gäller en månads uppsägningstid. Utöver månadskostnaden för butiken tillkommer avgifter enligt ordinarie prislista.Du hittar vår butikslista för privatpersoner härVill du veta mer? Kontakta vår kundservice så hjälper vi dig. ,45,0
92,"Klarna hänvisar mig till att kontakta Tradera innan jag får starta en tvist, vad innebär det?",46,0
93,"Mailet från Klarna är ett standard mail som används på alla sidor där man kan betala med Klarna. När du betalat med Klarna på Tradera så syftar mailet på säljaren som du köpt varan av, inte Tradera. Detta fungerar alltså som en vanlig tvist på Tradera där steg 1 alltid är att kontakta din motpart för att se om ni kan hitta en lösning tillsammans då det oftast leder till en bättre upplevelse för båda parter.Om säljaren inte svarar eller om ni inte kommer fram till en lösning så kan du klicka i ja på att du kontaktat Tradera. Här kan du läsa mer om tvister.",46,0
94,Jag har fått en vara som inte stämmer överens med beskrivningen,47,0
95,"Säljaren har alltid en skyldighet att beskriva objektet i annonsen på ett fullgott sätt, inklusive saker som skick, eventuella brister och liknande. Om objektet du mottagit inte stämmer överens med objektsbeskrivningen, bilder eller övriga upplysningar som säljaren lämnat innan köpet kan detta ge dig rätt att exempelvis få varan åtgärdad eller att returnera den och få tillbaka det du har betalat. Som köpare har du också en skyldighet att noga kontrollera annonsen och all information innan du genomför köpet.Vilka regler som gäller exakt för din situation beror på om säljaren är privatperson eller näringsidkare. Du som köpare har fler rättigheter om du handlat av en näringsidkare då er affär täcks av Konsumentköpslagen.Ta kontakt med säljaren, gärna via vår meddelande funktion, för att tillsammans försöka hitta en lösning. Du hittar säljarens uppgifter i Mitt Tradera – Mina köp.Skulle du inte få kontakt med säljaren så är du välkommen att kontakta vår kundservice.Har du använt ett av våra integrerade betalningsalternativ med köpskydd har du även möjlighet att ansöka om återbetalning.",47,0
96,Kan jag ändra namn på mitt konto till en annan person?,48,0
97,Det namn som är registrerat på kontot behöver stämma överens med det registrerade personnumret. Vid registrering av konto på Tradera kontrollerar vi alltid att de angivna personuppgifterna stämmer överens med folkbokföringen. Det registrerade personnumret kan sedan inte ändras.Det är inte heller möjligt att överlåta ditt konto till en annan privatperson eller till ett företag. ,48,0
98,"Jag har inte BankID, vad ska jag göra?",49,0
99,I de fall Tradera ber dig om en BankID-verifiering kan åtgärden endast slutföras med BankID. Om du inte har ett BankID rekommenderar vi dig att skaffa ett sådant genom att kontakta din bank. Vi använder BankID-legitimering för att skydda dig och ditt konto och skapa en tryggare upplevelse för alla som vill göra affärer på sajten.,49,0
100,Mitt personnummer finns redan hos er,50,0
101,"Det beror på att du tidigare registrerat ett konto hos oss. Du kan beställa ett nytt lösenord och logga in med det om du har kvar samma e-postadress. Skulle du inte ha kvar samma e-postadress, kan du ändra denna med hjälp av BankID. Om du inte har BankID eller om du inte känner igen att du tidigare varit registrerad, är det bäst att kontakta vår kundservice.Beställ nytt lösenord genom att klicka på ”Logga in” högst upp på sajten och sedan på ”Glömt dina uppgifter”, eller genom att klicka här.Ändra mejladress genom att klicka på ""Logga in"" högst upp på sajten och sedan på ""Glömt dina uppgifter"", eller genom att klicka här. Logga sedan in genom att klicka på ”Logga in” högst upp på sajten, eller genom att klicka här.",50,0
102,Hur fungerar en auktion?,51,0
103,"De flesta objekt på Tradera säljs via auktionsformatet. Det innebär att du sätter ett utropspris på ditt objekt och säljer till högstbjudande. På så vis får du alltid ut det högsta möjliga priset för ditt objekt, eftersom priset bestäms av efterfrågan. Auktionen avslutas när tiden gått ut.Läs mer i vår säljarguideVanliga frågor och svar för nya säljare ",51,0
104,FAQ om incidenten 2022-12-29,52,0
105,"Vad är det som har hänt?Vi uppmärksammade under gårdagskvällen att det lagts bud på annonser från användare där personen själv inte lagt budet. Det verkar vara användare som fått sina konton kapade där någon med oärliga intentioner har lagt buden för att sabotera. Allt vi vet hittills tyder på att inga uppgifter har läckt från Tradera utan vår bedömning är att det rör sig om inloggningsuppgifter som läckt från andra tjänster där man använder samma inloggningsuppgifter på flera sajter. Samtliga drabbade användare, såväl de som fått sitt konto kapat som säljare som fått bud lagda på sina annonser ska ha fått ett mejl från oss med information om det inträffade.Behöver jag som köpare eller säljare vara orolig?Nej, man behöver inte vara orolig. Inga pengar, varor eller annat har bytt ägare. Alla påverkade annonser är åtgärdade och antingen är buden är borttagna eller så har annonsen avslutats.Vad ska man göra om man fått felaktiga bud?Vi har identifierat alla drabbade annonser och kommer att rätta dem från vår sida. Ingen åtgärd krävs från varken köpare eller säljare.Vad tar ni för åtgärder?Så snart vi uppmärksammade problemet lade vi till BankID verifiering på all budgivning på sajten. Vi avaktiverade de drabbade användarnas konton tillfälligt för att förhindra fortsatt aktivitet från dem. Vi har också tagit bort de bud som lagts felaktigt på annonser.Jag blev överbjuden på en annons, men har nu högsta budet igen. Vad gäller då?Har man en gång blivit överbjuden i en annons är ens bud inte längre bindande. Om det inte inkommer fler bud i annonsen och man vinner den har man möjlighet att se sig själv som köpare, alternativt avstå från affären. I de fall det inte blir en affäre kan säljaren häva köpet och slippa provisionsavgiften.Vad händer med mina uppläggningsavgifter nu när ni stängt ned mina annonser?De nedstängda annonserna räknas in i dina upplägg under en månad. För drabbade säljare har vi skickat med en kampanjkod i mejlet med information om gårdagens händelser som för de allra flesta användarna är generös i förhållande till det som inträffat.",52,0
106,När får jag min faktura?,53,0
107,"Vi fakturerar i början på varje månad, fakturan avser då dina avgifter från föregående månad.Du kan alltid se dina pågående avgifter och fakturor inne på ”Fakturor”.Klicka här för att komma direkt dit. ",53,0
108,Kan jag få kreditering för en avgift?,54,0
109,"Om en köpare inte fullföljer sitt köp kan du anmäla utebliven försäljning och starta om annonsen på nytt. Om du kommit överens med köparen om att häva köpet så väljer du att inte rapportera, i detta fall kommer köparen få en förfrågan om att häva köpet och avgiften krediteras så fort den godkänts. Om ni inte kommit överens eller om köparen inte betalar eller svarar på meddelanden kan du välja att rapportera köparen. Avgiften krediteras då automatiskt och köparen får en prick i systemet. Om en köpare får fler rapporter kan dennes konto komma att stängas av mellan 1-6 månader. Läs mer om utebliven försäljning",54,0
110,Hur lägger jag till en butikslogga?,55,0
111,"Du gör detta genom att gå in på inställningar under din profil, eller klicka här. ",55,0
112,Musikhjälpen 2022,56,0
113,Nu börjar årets Musikhjälpen och som vanligt kan du vara med och bidra till en god sak genom att antingen köpa eller sälja på siten.Vi har samlat all information som du behöver på denna sida,56,0
